conference,year,title,authors,pages,dblp_row_id,match_score,title_score,year_score,author_overlap,match_status,candidate_rank,openalex_id,openalex_doi,openalex_title,openalex_publication_date,openalex_publication_year,openalex_cited_by_count,openalex_primary_source,openalex_type,openalex_authorships,error
AAAI,2002,Node and Arc Consistency in Weighted CSP.,Javier Larrosa,48-53,DBLP_0000241,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2044405428,https://doi.org/10.5555/777092.777103,Node and arc consistency in weighted CSP,2002-07-28,2002.0,85.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5056490295"", ""display_name"": ""Javier Larrosa"", ""orcid"": ""https://orcid.org/0000-0002-8322-0505""}, ""institutions"": [{""id"": ""https://openalex.org/I9617848"", ""display_name"": ""Universitat Politècnica de Catalunya"", ""ror"": ""https://ror.org/03mb6wj31"", ""country_code"": ""ES"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I9617848""]}], ""countries"": [""ES""], ""is_corresponding"": true, ""raw_author_name"": ""Javier Larrosa"", ""raw_affiliation_strings"": [""Department of Software, Universitat Politecnica de Catalunya, Barcelona, Spain#TAB#""], ""raw_orcid"": ""https://orcid.org/0000-0002-8322-0505"", ""affiliations"": [{""raw_affiliation_string"": ""Department of Software, Universitat Politecnica de Catalunya, Barcelona, Spain#TAB#"", ""institution_ids"": [""https://openalex.org/I9617848""]}]}]",
AAAI,2002,Model Induction: A New Source of CSP Model Redundancy.,Yat Chiu Law; Jimmy Ho-Man Lee,54-61,DBLP_0000242,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2002314388,https://doi.org/10.5555/777092.777104,Model induction: a new source of CSP model redundancy,2002-07-28,2002.0,15.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5110621029"", ""display_name"": ""Y. C. Law"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I177725633"", ""display_name"": ""Chinese University of Hong Kong"", ""ror"": ""https://ror.org/00t33hh48"", ""country_code"": ""HK"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I177725633""]}], ""countries"": [""HK""], ""is_corresponding"": false, ""raw_author_name"": ""Y. C. Law"", ""raw_affiliation_strings"": [""Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong SAR, China#TAB#""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong SAR, China#TAB#"", ""institution_ids"": [""https://openalex.org/I177725633""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5100651767"", ""display_name"": ""Jimmy H. M. Lee"", ""orcid"": ""https://orcid.org/0000-0001-9526-5850""}, ""institutions"": [{""id"": ""https://openalex.org/I177725633"", ""display_name"": ""Chinese University of Hong Kong"", ""ror"": ""https://ror.org/00t33hh48"", ""country_code"": ""HK"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I177725633""]}], ""countries"": [""HK""], ""is_corresponding"": false, ""raw_author_name"": ""Jimmy H. M. Lee"", ""raw_affiliation_strings"": [""Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong SAR, China#TAB#""], ""raw_orcid"": ""https://orcid.org/0000-0001-9526-5850"", ""affiliations"": [{""raw_affiliation_string"": ""Department of Computer Science and Engineering, The Chinese University of Hong Kong, Shatin, N.T., Hong Kong SAR, China#TAB#"", ""institution_ids"": [""https://openalex.org/I177725633""]}]}]",
AAAI,2002,On Computing all Abductive Explanations.,Thomas Eiter; Kazuhisa Makino,62-67,DBLP_0000243,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W1964376592,https://doi.org/10.5555/777092.777105,On computing all abductive explanations,2002-07-28,2002.0,44.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5082178480"", ""display_name"": ""Thomas Eiter"", ""orcid"": ""https://orcid.org/0000-0001-6003-6345""}, ""institutions"": [{""id"": ""https://openalex.org/I145847075"", ""display_name"": ""TU Wien"", ""ror"": ""https://ror.org/04d836q62"", ""country_code"": ""AT"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I145847075""]}], ""countries"": [""AT""], ""is_corresponding"": false, ""raw_author_name"": ""Thomas Eiter"", ""raw_affiliation_strings"": [""Institut für Informationssysteme, Technische Universität Wien, Favoritenstraße 9-11, A-1040 Wien, Austria""], ""raw_orcid"": ""https://orcid.org/0000-0001-6003-6345"", ""affiliations"": [{""raw_affiliation_string"": ""Institut für Informationssysteme, Technische Universität Wien, Favoritenstraße 9-11, A-1040 Wien, Austria"", ""institution_ids"": [""https://openalex.org/I145847075""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5110768204"", ""display_name"": ""Kazuhisa Makino"", ""orcid"": ""https://orcid.org/0009-0000-9771-4955""}, ""institutions"": [{""id"": ""https://openalex.org/I98285908"", ""display_name"": ""The University of Osaka"", ""ror"": ""https://ror.org/035t8zc32"", ""country_code"": ""JP"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I98285908""]}], ""countries"": [""JP""], ""is_corresponding"": false, ""raw_author_name"": ""Kazuhisa Makino"", ""raw_affiliation_strings"": [""Division of Systems Science, Graduate School of Engineering Science, Osaka University, Toyonaka, Osaka""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Division of Systems Science, Graduate School of Engineering Science, Osaka University, Toyonaka, Osaka"", ""institution_ids"": [""https://openalex.org/I98285908""]}]}]",
AAAI,2002,Measuring Inconsistency in Knowledge via Quasi-Classical Models.,Anthony Hunter,68-73,DBLP_0000244,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2067062066,https://doi.org/10.5555/777092.777106,Measuring inconsistency in knowledge via quasi-classical models,2002-07-28,2002.0,86.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5019854432"", ""display_name"": ""Anthony Hunter"", ""orcid"": ""https://orcid.org/0000-0001-5602-7446""}, ""institutions"": [{""id"": ""https://openalex.org/I45129253"", ""display_name"": ""University College London"", ""ror"": ""https://ror.org/02jx3x895"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I124357947"", ""https://openalex.org/I45129253""]}], ""countries"": [""GB""], ""is_corresponding"": true, ""raw_author_name"": ""Anthony Hunter"", ""raw_affiliation_strings"": [""Department of Computer Science, University of Colleg London, Gower Street, London WC1E 6BT, UK""], ""raw_orcid"": ""https://orcid.org/0000-0001-5602-7446"", ""affiliations"": [{""raw_affiliation_string"": ""Department of Computer Science, University of Colleg London, Gower Street, London WC1E 6BT, UK"", ""institution_ids"": [""https://openalex.org/I45129253""]}]}]",
AAAI,2002,A Hoare-Style Proof System for Robot Programs.,Yongmei Liu,74-79,DBLP_0000245,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2052611985,https://doi.org/10.5555/777092.777107,A hoare-style proof system for robot programs,2002-07-28,2002.0,8.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5100737217"", ""display_name"": ""Yongmei Liu"", ""orcid"": ""https://orcid.org/0000-0002-0139-5900""}, ""institutions"": [{""id"": ""https://openalex.org/I185261750"", ""display_name"": ""University of Toronto"", ""ror"": ""https://ror.org/03dbr7087"", ""country_code"": ""CA"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I185261750""]}], ""countries"": [""CA""], ""is_corresponding"": true, ""raw_author_name"": ""Yongmei Liu"", ""raw_affiliation_strings"": [""† Department of Computer Science, University of Toronto, Toronto, ON, Canada, M5S 3G4; ""], ""raw_orcid"": ""https://orcid.org/0000-0002-0139-5900"", ""affiliations"": [{""raw_affiliation_string"": ""† Department of Computer Science, University of Toronto, Toronto, ON, Canada, M5S 3G4; "", ""institution_ids"": [""https://openalex.org/I185261750""]}]}]",
AAAI,2002,Representing and Reasoning about Mappings between Domain Models.,Jayant Madhavan; Philip A. Bernstein; Pedro M. Domingos; Alon Y. Halevy,80-86,DBLP_0000246,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2001737243,https://doi.org/10.5555/777092.777108,Representing and reasoning about mappings between domain models,2002-07-28,2002.0,228.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5034699810"", ""display_name"": ""Jayant Madhavan"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I201448701"", ""display_name"": ""University of Washington"", ""ror"": ""https://ror.org/00cvxb145"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I201448701""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Jayant Madhavan"", ""raw_affiliation_strings"": [""University of Washington""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""University of Washington"", ""institution_ids"": [""https://openalex.org/I201448701""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5108676493"", ""display_name"": ""Philip A. Bernstein"", ""orcid"": ""https://orcid.org/0000-0001-5781-1558""}, ""institutions"": [{""id"": ""https://openalex.org/I1290206253"", ""display_name"": ""Microsoft (United States)"", ""ror"": ""https://ror.org/00d0nc645"", ""country_code"": ""US"", ""type"": ""company"", ""lineage"": [""https://openalex.org/I1290206253""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Philip A. Bernstein"", ""raw_affiliation_strings"": [""Microsoft research#TAB#""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Microsoft research#TAB#"", ""institution_ids"": [""https://openalex.org/I1290206253""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5018711331"", ""display_name"": ""Pedro Domingos"", ""orcid"": ""https://orcid.org/0000-0003-4523-5631""}, ""institutions"": [{""id"": ""https://openalex.org/I201448701"", ""display_name"": ""University of Washington"", ""ror"": ""https://ror.org/00cvxb145"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I201448701""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Pedro Domingos"", ""raw_affiliation_strings"": [""University of Washington""], ""raw_orcid"": ""https://orcid.org/0000-0003-4523-5631"", ""affiliations"": [{""raw_affiliation_string"": ""University of Washington"", ""institution_ids"": [""https://openalex.org/I201448701""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5067621853"", ""display_name"": ""Alon Halevy"", ""orcid"": ""https://orcid.org/0000-0002-8717-7356""}, ""institutions"": [{""id"": ""https://openalex.org/I201448701"", ""display_name"": ""University of Washington"", ""ror"": ""https://ror.org/00cvxb145"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I201448701""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Alon Halevy"", ""raw_affiliation_strings"": [""University of Washington""], ""raw_orcid"": ""https://orcid.org/0000-0002-8717-7356"", ""affiliations"": [{""raw_affiliation_string"": ""University of Washington"", ""institution_ids"": [""https://openalex.org/I201448701""]}]}]",
AAAI,2002,A Regression Based Adaptation Strategy for Case-Based Reasoning.,David W. Patterson; Niall Rooney; Mykola Galushka,87-92,DBLP_0000247,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2107772911,https://doi.org/10.5555/777092.777109,A regression based adaptation strategy for case-based reasoning,2002-07-28,2002.0,20.0,National Conference on Artificial Intelligence,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5077520096"", ""display_name"": ""David Patterson"", ""orcid"": ""https://orcid.org/0000-0002-3530-5686""}, ""institutions"": [{""id"": ""https://openalex.org/I138801177"", ""display_name"": ""University of Ulster"", ""ror"": ""https://ror.org/01yp9g959"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I138801177""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""David Patterson"", ""raw_affiliation_strings"": [""Northern Ireland Knowledge Engineering Laboratory (NIKEL), School of Information and Software Engineering, University of Ulster at Jordanstown, Newtownabbey, County Antrim, Northern Ireland""], ""raw_orcid"": ""https://orcid.org/0000-0002-3530-5686"", ""affiliations"": [{""raw_affiliation_string"": ""Northern Ireland Knowledge Engineering Laboratory (NIKEL), School of Information and Software Engineering, University of Ulster at Jordanstown, Newtownabbey, County Antrim, Northern Ireland"", ""institution_ids"": [""https://openalex.org/I138801177""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5072227703"", ""display_name"": ""Niall Rooney"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I138801177"", ""display_name"": ""University of Ulster"", ""ror"": ""https://ror.org/01yp9g959"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I138801177""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Niall Rooney"", ""raw_affiliation_strings"": [""Northern Ireland Knowledge Engineering Laboratory (NIKEL), School of Information and Software Engineering, University of Ulster at Jordanstown, Newtownabbey, County Antrim, Northern Ireland""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Northern Ireland Knowledge Engineering Laboratory (NIKEL), School of Information and Software Engineering, University of Ulster at Jordanstown, Newtownabbey, County Antrim, Northern Ireland"", ""institution_ids"": [""https://openalex.org/I138801177""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5063625344"", ""display_name"": ""Mykola Galushka"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I138801177"", ""display_name"": ""University of Ulster"", ""ror"": ""https://ror.org/01yp9g959"", ""country_code"": ""GB"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I138801177""]}], ""countries"": [""GB""], ""is_corresponding"": false, ""raw_author_name"": ""Mykola Galushka"", ""raw_affiliation_strings"": [""Northern Ireland Knowledge Engineering Laboratory (NIKEL), School of Information and Software Engineering, University of Ulster at Jordanstown, Newtownabbey, County Antrim, Northern Ireland""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Northern Ireland Knowledge Engineering Laboratory (NIKEL), School of Information and Software Engineering, University of Ulster at Jordanstown, Newtownabbey, County Antrim, Northern Ireland"", ""institution_ids"": [""https://openalex.org/I138801177""]}]}]",
AAAI,2002,Cluster Ensembles A Knowledge Reuse Framework for Combining Partitionings.,Alexander Strehl; Joydeep Ghosh,93-99,DBLP_0000248,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2036987424,https://doi.org/10.5555/777092.777110,Cluster ensembles: a knowledge reuse framework for combining partitionings,2002-07-28,2002.0,323.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5085896252"", ""display_name"": ""Alexander L. Strehl"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I86519309"", ""display_name"": ""The University of Texas at Austin"", ""ror"": ""https://ror.org/00hj54h04"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I86519309""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Alexander L. Strehl"", ""raw_affiliation_strings"": [""Dept. of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX#TAB#""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Dept. of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX#TAB#"", ""institution_ids"": [""https://openalex.org/I86519309""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5103071668"", ""display_name"": ""Joydeep Ghosh"", ""orcid"": ""https://orcid.org/0000-0002-7366-3548""}, ""institutions"": [{""id"": ""https://openalex.org/I86519309"", ""display_name"": ""The University of Texas at Austin"", ""ror"": ""https://ror.org/00hj54h04"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I86519309""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Joydeep Ghosh"", ""raw_affiliation_strings"": [""Dept. of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX#TAB#""], ""raw_orcid"": ""https://orcid.org/0000-0002-7366-3548"", ""affiliations"": [{""raw_affiliation_string"": ""Dept. of Electrical and Computer Engineering, The University of Texas at Austin, Austin, TX#TAB#"", ""institution_ids"": [""https://openalex.org/I86519309""]}]}]",
AAAI,2002,A Three-Valued Characterization for Strong Equivalence of Logic Programs.,Pedro Cabalar,106-111,DBLP_0000250,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2056678287,,A Three-Valued Characterization for Strong Equivalence of Logic Programs,2002-01-01,2002.0,9.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5028323744"", ""display_name"": ""Pedro Cabalar"", ""orcid"": ""https://orcid.org/0000-0001-7440-0953""}, ""institutions"": [{""id"": ""https://openalex.org/I11019714"", ""display_name"": ""Universidade da Coruña"", ""ror"": ""https://ror.org/01qckj285"", ""country_code"": ""ES"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I11019714""]}], ""countries"": [""ES""], ""is_corresponding"": true, ""raw_author_name"": ""Pedro Cabalar"", ""raw_affiliation_strings"": [""Dept. of Computer Science, University of Corunna, Corunna, Spain""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Dept. of Computer Science, University of Corunna, Corunna, Spain"", ""institution_ids"": [""https://openalex.org/I11019714""]}]}]",
AAAI,2002,ASSAT: Computing Answer Sets of a Logic Program by SAT Solvers.,Fangzhen Lin; Yuting Zhao,112-118,DBLP_0000251,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2005465900,https://doi.org/10.5555/777092.777113,ASSAT: computing answer sets of a logic program by SAT solvers,2002-07-28,2002.0,114.0,National Conference on Artificial Intelligence,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5102011179"", ""display_name"": ""Fangzhen Lin"", ""orcid"": ""https://orcid.org/0000-0002-3141-8675""}, ""institutions"": [{""id"": ""https://openalex.org/I200769079"", ""display_name"": ""Hong Kong University of Science and Technology"", ""ror"": ""https://ror.org/00q4vv597"", ""country_code"": ""HK"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I200769079""]}], ""countries"": [""HK""], ""is_corresponding"": false, ""raw_author_name"": ""Fangzhen Lin"", ""raw_affiliation_strings"": [""Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong,#TAB#""], ""raw_orcid"": ""https://orcid.org/0000-0002-3141-8675"", ""affiliations"": [{""raw_affiliation_string"": ""Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong,#TAB#"", ""institution_ids"": [""https://openalex.org/I200769079""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5100683924"", ""display_name"": ""Yuting Zhao"", ""orcid"": ""https://orcid.org/0000-0002-9298-1613""}, ""institutions"": [{""id"": ""https://openalex.org/I200769079"", ""display_name"": ""Hong Kong University of Science and Technology"", ""ror"": ""https://ror.org/00q4vv597"", ""country_code"": ""HK"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I200769079""]}], ""countries"": [""HK""], ""is_corresponding"": false, ""raw_author_name"": ""Yuting Zhao"", ""raw_affiliation_strings"": [""Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong,#TAB#""], ""raw_orcid"": ""https://orcid.org/0000-0002-9298-1613"", ""affiliations"": [{""raw_affiliation_string"": ""Department of Computer Science, Hong Kong University of Science and Technology, Clear Water Bay, Kowloon, Hong Kong,#TAB#"", ""institution_ids"": [""https://openalex.org/I200769079""]}]}]",
AAAI,2002,State Abstraction for Programmable Reinforcement Learning Agents.,David Andre; Stuart J. Russell,119-125,DBLP_0000252,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2089561656,https://doi.org/10.5555/777092.777114,State abstraction for programmable reinforcement learning agents,2002-07-28,2002.0,214.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5101143336"", ""display_name"": ""David André"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I95457486"", ""display_name"": ""University of California, Berkeley"", ""ror"": ""https://ror.org/01an7q238"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I95457486""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""David André"", ""raw_affiliation_strings"": [""Computer Science Division, UC Berkeley, CA#TAB#""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Computer Science Division, UC Berkeley, CA#TAB#"", ""institution_ids"": [""https://openalex.org/I95457486""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5007305440"", ""display_name"": ""Stuart Russell"", ""orcid"": ""https://orcid.org/0000-0001-5252-4306""}, ""institutions"": [{""id"": ""https://openalex.org/I95457486"", ""display_name"": ""University of California, Berkeley"", ""ror"": ""https://ror.org/01an7q238"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I95457486""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Stuart Russell"", ""raw_affiliation_strings"": [""Computer Science Division, UC Berkeley, CA#TAB#""], ""raw_orcid"": ""https://orcid.org/0000-0001-5252-4306"", ""affiliations"": [{""raw_affiliation_string"": ""Computer Science Division, UC Berkeley, CA#TAB#"", ""institution_ids"": [""https://openalex.org/I95457486""]}]}]",
AAAI,2002,Data Perturbation for Escaping Local Maxima in Learning.,Gal Elidan; Matan Ninio; Nir Friedman; Dale Schuurmans,132-139,DBLP_0000254,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2106909612,https://doi.org/10.5555/777092.777116,Data perturbation for escaping local maxima in learning,2002-07-28,2002.0,81.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5026687501"", ""display_name"": ""Gal Elidan"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I121297525"", ""display_name"": ""Hebrew College"", ""ror"": ""https://ror.org/05y3p3k12"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I121297525""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Gal Elidan"", ""raw_affiliation_strings"": [""Hebrew University""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Hebrew University"", ""institution_ids"": [""https://openalex.org/I121297525""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5005633623"", ""display_name"": ""Matan Ninio"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I121297525"", ""display_name"": ""Hebrew College"", ""ror"": ""https://ror.org/05y3p3k12"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I121297525""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Matan Ninio"", ""raw_affiliation_strings"": [""Hebrew University""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Hebrew University"", ""institution_ids"": [""https://openalex.org/I121297525""]}]}, {""author_position"": ""middle"", ""author"": {""id"": ""https://openalex.org/A5076999649"", ""display_name"": ""Nir Friedman"", ""orcid"": ""https://orcid.org/0000-0002-9678-3550""}, ""institutions"": [{""id"": ""https://openalex.org/I121297525"", ""display_name"": ""Hebrew College"", ""ror"": ""https://ror.org/05y3p3k12"", ""country_code"": ""US"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I121297525""]}], ""countries"": [""US""], ""is_corresponding"": false, ""raw_author_name"": ""Nir Friedman"", ""raw_affiliation_strings"": [""Hebrew University""], ""raw_orcid"": ""https://orcid.org/0000-0002-9678-3550"", ""affiliations"": [{""raw_affiliation_string"": ""Hebrew University"", ""institution_ids"": [""https://openalex.org/I121297525""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5010575626"", ""display_name"": ""Dale Schuurmans"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I151746483"", ""display_name"": ""University of Waterloo"", ""ror"": ""https://ror.org/01aff2v68"", ""country_code"": ""CA"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I151746483""]}], ""countries"": [""CA""], ""is_corresponding"": false, ""raw_author_name"": ""Dale Schuurmans"", ""raw_affiliation_strings"": [""(University of Waterloo)""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""(University of Waterloo)"", ""institution_ids"": [""https://openalex.org/I151746483""]}]}]",
AAAI,2002,Progressive Rademacher Sampling.,Tapio Elomaa; Matti Kääriäinen,140-145,DBLP_0000255,1.0,1.0,1.0,1.0,matched,1.0,https://openalex.org/W2022057361,https://doi.org/10.5555/777092.777117,Progressive rademacher sampling,2002-07-28,2002.0,14.0,,article,"[{""author_position"": ""first"", ""author"": {""id"": ""https://openalex.org/A5077281461"", ""display_name"": ""Tapio Elomaa"", ""orcid"": ""https://orcid.org/0000-0002-5230-0027""}, ""institutions"": [{""id"": ""https://openalex.org/I133731052"", ""display_name"": ""University of Helsinki"", ""ror"": ""https://ror.org/040af2s02"", ""country_code"": ""FI"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I133731052""]}], ""countries"": [""FI""], ""is_corresponding"": false, ""raw_author_name"": ""Tapio Elomaa"", ""raw_affiliation_strings"": [""Department of Computer Science, P.O. Box 26 (Teollisuuskatu 23), FIN‐00014 University of Helsinki, Finland""], ""raw_orcid"": ""https://orcid.org/0000-0002-5230-0027"", ""affiliations"": [{""raw_affiliation_string"": ""Department of Computer Science, P.O. Box 26 (Teollisuuskatu 23), FIN‐00014 University of Helsinki, Finland"", ""institution_ids"": [""https://openalex.org/I133731052""]}]}, {""author_position"": ""last"", ""author"": {""id"": ""https://openalex.org/A5039883146"", ""display_name"": ""Matti Kääriäinen"", ""orcid"": null}, ""institutions"": [{""id"": ""https://openalex.org/I133731052"", ""display_name"": ""University of Helsinki"", ""ror"": ""https://ror.org/040af2s02"", ""country_code"": ""FI"", ""type"": ""education"", ""lineage"": [""https://openalex.org/I133731052""]}], ""countries"": [""FI""], ""is_corresponding"": false, ""raw_author_name"": ""Matti Kääriäinen"", ""raw_affiliation_strings"": [""Department of Computer Science, P.O. Box 26 (Teollisuuskatu 23), FIN‐00014 University of Helsinki, Finland""], ""raw_orcid"": null, ""affiliations"": [{""raw_affiliation_string"": ""Department of Computer Science, P.O. Box 26 (Teollisuuskatu 23), FIN‐00014 University of Helsinki, Finland"", ""institution_ids"": [""https://openalex.org/I133731052""]}]}]",
